date,event_name,event_type,is_off
2025-12-30,ولادت حضرت امام محمد تقی(ع) «جوادالائمه» (۱۹۵ ه‍‍.ق),hijri,0
2025-12-30,روز بصیرت و میثاق امت با ولایت,jalali,0
2026-01-01,آغاز سال میلادی,gregorian,0
2026-01-02,ولادت حضرت امام علی(ع)(۲۳ سال قبل از هجرت),hijri,1
2026-01-02,روز پدر,hijri,0
2026-01-02,آغاز ایام‌البیض(اعتکاف),hijri,0
2026-01-02,بزرگداشت علامه مصباح یزدی,jalali,0
2026-01-02,روز علوم انسانی اسلامی,jalali,0
2026-01-02,روز داستان‌های علمی-تخیلی,gregorian,0
2026-01-03,ابلاغ پیام تاریخی امام خمینی به گورباچف رهبر شوروی سابق(۱۳۶۷ ه‍.ش),jalali,0
2026-01-03,روز جهانی مقاومت,jalali,0
2026-01-03,شهادت الگوی اخلاص و عمل سردار سپهبد قاسم سلیمانی به دست استکبار جهانی,jalali,0
2026-01-04,ارتحال حضرت زینب(س)(۶۲ ه‍‍.ق),hijri,0
2026-01-04,تغییر قبلهٔ مسلمین از از بیت‌المقدس به مکهٔ معظمه(۲ ه‍‍.ق),hijri,0
2026-01-05,خروج فاطمه بنت اسد از کعبه,hijri,0
2026-01-06,شهادت سیدحسین علم‌الهدی و همرزمان وی در هویزه,jalali,0
2026-01-06,روز شهدای دانشجو,jalali,0
2026-01-07,اجرای طرح استعماری حذف حجاب توسط رضاخان(۱۳۱۴ ه‍.ش),jalali,0
2026-01-09,قیام خونین مردم قم(۱۳۵۶ ه‍.ش),jalali,0
2026-01-10,شهادت میرزا تقی خان امیرکبیر(۱۲۳۰ ه‍.ش),jalali,0
2026-01-11,روز جهانی تشکر,gregorian,0
2026-01-12,مجروح شدن اما حسن مجتبی(ع) در ستبتط مدائن، مسموم شدن امام موسی کاظم(ع) به دستور مأمون,hijri,0
2026-01-12,تشکیل شورای انقلاب به فرمان حضرت امام خمینی(۱۳۵۷ ه‍.ش),jalali,0
2026-01-13,فتح قلعهٔ خیبر توسط حضرت علی(ع)، بازگشت حعفر بن ابی‌طالب از حبشه,hijri,0
2026-01-14,شهادت حضرت امام موسی کاظم(ع)(۱۸۳ ه‍‍.ق),hijri,0
2026-01-14,روز جهانی منطق,gregorian,0
2026-01-15,وفات حضرت ابوطالب(ع),hijri,0
2026-01-15,روز تاریخ‌نگاری انقلاب اسلامی,jalali,0
2026-01-15,روز ویکی‌پدیا,gregorian,0
2026-01-16,مبعث حضرت رسول اکرم(ص)(۱۳ سال قبل از هجرت),hijri,1
2026-01-16,فرار شاه معدوم(۱۳۵۷ ه‍.ش),jalali,0
2026-01-17,حرکت امام حسین(ع) از مدینه به مکه,hijri,0
2026-01-17,شهادت نواب صفوی، طهماسبی، برادران واحدی و ذوالقدر از فداییان اسلام(۱۳۳۴ ه‍.ش),jalali,0
2026-01-21,ولادت حضرت امام حسین(ع)(۴ ه‍‍.ق) و روز پاسدار,hijri,0
2026-01-22,ولادت حضرت ابوالفضل العباس(ع)(۲۶ ه‍‍.ق) و روز جانباز,hijri,0
2026-01-23,ولادت حضرت امام زین‌العابدین(ع)(۳۸ ه‍‍.ق),hijri,0
2026-01-23,روز صحیفهٔ سجادیه,hijri,0
2026-01-25,انتخابات اولین دورهٔ ریاست جمهوری(۱۳۵۸ ه‍.ش),jalali,0
2026-01-26,سالروز حماسهٔ مردم آمل,jalali,0
2026-01-26,روز بزرگداشت صفی‌الدین اُرمَوی,jalali,0
2026-01-26,روز آواها و نواهای ایرانی,jalali,0
2026-01-29,ولادت حضرت علی اکبر(ع)(۳۳ ه‍‍.ق) و روز جوان,hijri,0
2026-02-01,بازگشت حضرت امام خمینی به ایران(۱۳۵۷ ه‍.ش) و آغاز دههٔ مبارک فجر انقلاب اسلامی,jalali,0
2026-02-02,ولادت حضرت قائم(عج)(۲۵۵ ه‍‍.ق) و روز جهانی مستضعفان,hijri,1
2026-02-02,روز سربازان گمنام امام زمان(عج),hijri,0
2026-02-03,روز فناوری فضایی,jalali,0
2026-02-08,روز نیروی هوایی,jalali,0
2026-02-09,روز پیتزا,gregorian,0
2026-02-09,روز جهانی دندانپزشک,gregorian,0
2026-02-10,شکسته شدن حکومت نظامی به فرمان امام خمینی(۱۳۵۷ ه‍.ش),jalali,0
2026-02-11,پیروزی انقلاب اسلامی ایران و سقوط نظام شاهنشاهی(۱۳۵۷ ه‍.ش),jalali,1
2026-02-14,صدور حکم تاریخی امام خمینی مبنی بر ارتداد سلمان رشدی نویسندهٔ خائن کتاب آیات شیطانی(۱۳۶۷ ه‍.ش),jalali,0
2026-02-18,قیام مردم تبریز به مناسبت چهلمین روز شهادت شهدای قم(۱۳۵۶ ه‍.ش),jalali,0
2026-02-18,روز اقتصاد مقاومتی و کارآفرینی,jalali,0
2026-02-22,کودتای انگلیسی رضاخان(۱۲۹۹ ه‍.ش),jalali,0
2026-02-24,روز بزرگداشت خواجه نصیرالدین طوسی,jalali,0
2026-02-24,روز مهندسی,jalali,0
2026-02-27,وفات حضرت خدیجه(س)(۳ سال قبل از هجرت),hijri,0
2026-02-27,روز امور تربیتی و تربیت اسلامی,jalali,0
2026-02-27,روز حمایت از بیماران نادر,jalali,0
2026-02-28,روز ملی حمایت از حقوق مصرف‌کنندگان,jalali,0
2026-03-04,ولادت حضرت امام حسن مجتبی(ع)(۳ ه‍‍.ق) و روز اکرام و تکریم خیرین,hijri,0
2026-03-05,روز احسان و نیکوکاری,jalali,0
2026-03-05,روز ترویج فرهنگ قرض‌الحسنه,jalali,0
2026-03-06,روز درختکاری,jalali,0
2026-03-06,روز آموزش همگانی حفظ محیط زیست,jalali,0
2026-03-07,شب قدر,hijri,0
2026-03-08,ضربت خوردن حضرت امام علی(ع)(۵۴۰ ه‍‍.ق),hijri,0
2026-03-08,روز نهج‌البلاغه,hijri,0
2026-03-09,شب قدر,hijri,0
2026-03-09,روز بزرگداشت سید جمال‌الدین اسدآبادی,jalali,0
2026-03-09,سالروز تأسیس کانون‌های فرهنگی و هنری مساجد کشور,jalali,0
2026-03-10,شهادت حضرت امام علی(ع)(۵۴۰ ه‍‍.ق),hijri,1
2026-03-11,شب قدر,hijri,0
2026-03-11,روز راهیان نور,jalali,0
2026-03-12,روز بزرگداشت نظامی گنجوی,jalali,0
2026-03-13,سالروز صدور فرمان حضرت امام خمینی مبنی بر تأسیس بنیاد شهید انقلاب اسلامی (۱۳۵۸ ه‍.ش),jalali,0
2026-03-13,روز بزرگداشت شهدا,jalali,0
2026-03-14,روز پی (π),gregorian,0
2026-03-15,برگزاری انتخابات اولین دورهٔ مجلس شورای اسلامی(۱۳۵۸ ه‍.ش),jalali,0
2026-03-16,بمباران شیمیایی حلبچه توسط ارتش بعث عراق(۱۳۶۶ ه‍.ش),jalali,0
2026-03-16,روز بزرگداشت پروین اعتصامی,jalali,0
2026-03-16,تولد ریچارد استالمن (مؤسس بنیاد نرم‌افزار آزاد و پروژهٔ گنو),gregorian,0
2026-03-20,عید سعید فطر,hijri,1
2026-03-20,روز ملی شدن صنعت نفت ایران(۱۳۲۹ ه‍.ش),jalali,1
