code,name,name_fa,country_code,city_name,city_name_fa,is_international
AAA,Anaa,فرودگاه آنا,PF,Anaa,Anaa,0
AAB,Arrabury,فرودگاه آرابری,AU,,Arrabury,0
AAC,El Arish Intl,فرودگاه بین‌المللی العریش,EG,El Arish,عریش,1
AAE,Rabah Bitat,فرودگاه راباه بیتات (Les Salines Airport),DZ,Annaba,عنابه,0
AAF,AAF,فرودگاه محلی اپلچیکولا,US,,آپالاچیکولا,0
AAG,AAG,Arapoti Airport,BR,,Arapoti,0
AAH,Merzbrueck,فرودگاه مرتسبروک,DE,Aachen,آخن,0
AAI,Arraias Airport,فرودگاه آرایاس,BR,,Arraias,0
AAJ,AAJ,فرودگاه تک‌بانده کایانا,SR,,Awaradam,0
AAK,AAK,فرودگاه آراناکا,KI,,آرانوکا,0
AAL,Aalborg,فرودگاه آلبورگ,DK,Aalborg,آلبورگ,0
AAM,Mala Mala,فرودگاه مالا مالا,ZA,Mala Mala,Mala Mala,0
AAN,Al Ain,فرودگاه بین‌المللی العین,AE,Al Ain,العین,1
AAO,Anaco,فرودگاه اناکو,VE,Anaco,اناکو,0
AAQ,Anapa,فرودگاه آناپا,RU,Anapa,آناپا,0
AAR,Aarhus,فرودگاه آرهوس,DK,Aarhus,آرهوس,0
AAS,Apalapsili,فرودگاه اپلپسیلی,ID,Apalapsili,Apalapsili,0
AAT,Altay,فرودگاه آلتای,CN,Altay,التای سیتی,0
AAU,Asau,فرودگاه اساو,WS,Asau,Asau,0
AAV,Allah Valley,فرودگاه الله ولی,PH,Surallah,Surallah,0
AAW,AAW,فرودگاه ابیت‌آباد,PK,,ایبت‌آباد,0
AAX,Araxa,فرودگاه آراکسا,BR,Araxa,Araxá,0
AAY,Al Ghaydah,فرودگاه الغیضه,YE,Al Ghaydah,الغیضه,1
AAZ,AAZ,فرودگاه کتسالتنانگو,GT,,Quetzaltenango,0
ABA,Abakan,فرودگاه آباکان,RU,Abakan,آباکان,0
ABB,Asaba Intl,فرودگاه بین‌المللی اسابا,NG,Asaba,آسابا,1
ABC,Los Llanos,,ES,Albacete,,0
ABD,Abadan,فرودگاه آبادان,IR,Abadan,آبادان,0
ABE,Lehigh Valley Intl,فرودگاه بین‌المللی لی والی,US,Allentown,آلن‌تاون,1
ABF,ABF,فرودگاه ابایانگ اتل,KI,,آبایانگ,0
ABG,ABG,فرودگاه آبینگدون,AU,,Abingdon,0
ABH,ABH,فرودگاه آلفا,AU,,Alpha,0
ABI,Abilene Regional,فرودگاه منطقه‌ای ابلین,US,Abilene,ابیلین,0
ABJ,Felix Houphouet Boigny,,CI,Abidjan,,0
ABK,Kabri Dar,Kabri Dar Airport,ET,Kebri Dehar,Kabri Dar (Kabre Dare),0
ABL,Ambler,فرودگاه امبلر (FAA: AFM),US,Ambler,امبلر,0
ABM,Northern Peninsula,فرودگاه نورثرن پنینسولا,AU,Bamaga,Bamaga,0
ABN,Albina,فرودگاه تک‌بانده آلبینا,SR,Albina,Albina,0
ABP,Atkamba,فرودگاه اتکامبا,PG,Atkamba,Atkamba,0
ABQ,Albuquerque Intl Sunport,فرودگاه بین‌المللی آلبوکرکی,US,Albuquerque,البوکرکی,1
ABR,Aberdeen Municipal,فرودگاه ابردین,US,Aberdeen,ابردین,0
ABS,Abu Simbel,فرودگاه ابو سمبل,EG,Abu Simbel,ابو سمبل,0
ABT,Al-Aqiq,فرودگاه داخلی الباحه,SA,Al Baha,الباحه,0
ABU,Haliwen,فرودگاه هالیم پرداناکوسوما,ID,Atambua,Atambua,0
ABV,Nnamdi Azikiwe Intl,فرودگاه بین‌المللی ننامدی آزیکیوه,NG,Abuja,آبوجا,1
ABW,Abau,فرودگاه اباو,PG,Abau,Abau,0
ABX,Albury,فرودگاه البری,AU,Albury,آلبری,0
ABY,Southwest Georgia Regional,فرودگاه محلی ساوثوست جرجیا,US,Albany,آلبانی,0
ABZ,Aberdeen Intl,فرودگاه آبردین,GB,Aberdeen,ابردین,0
ACA,Acapulco Intl,فرودگاه بین‌المللی ژنرال خوان آلوارز,MX,Acapulco,آکاپولکو,1
ACB,ACB,فرودگاه شهرستان آنتریم,US,,Bellaire,0
ACC,Kotoka Intl,فرودگاه بین‌المللی کوتوکا,GH,Accra,آکرا,1
ACD,ACD,فرودگاه السیدز فرناندز,CO,,اکاندی,0
ACE,Lanzarote,فرودگاه لانزاروته,ES,Lanzarote,Arrecife,0
ACF,Brisbane Archerfield,,AU,Queensland,,0
ACH,Altenrhein,فرودگاه سنت گالن-آلترنهاین,CH,Altenrhein, Altenrhein,0
ACI,Alderney ,فرودگاه الدرنی,GB,Alderney,آلدرنی,0
ACJ,Anuradhapura,,LK,Anuradhapura,,0
ACK,Nantucket Memorial ,فرودگاه نانتاکت مموریال,US,Nantucket,نانتاکت,0
ACL,ACL,فرودگاه اگواکلارا,CO,,Aguaclara,0
ACM,ACM,فرودگاه بین‌المللی چاکلوتا,CO,,Arica,0
ACP,Sahand,فرودگاه سهند,IR,Maragheh,سهند,0
ACR,Araracuara,Araracuara Airport,CO,Araracuara,Araracuara,0
ACS,ACS,فرودگاه آچینسک,RU,,آچینسک,0
ACT,Waco Municipal,فرودگاه محلی واکو,US,Waco,ویکو,0
ACU,Achutupo,فرودگاه اچوتوپو,PA,Achutupo,اکاتوپو,0
ACX,ACX,,CN,,,0
ACY,Atlantic City Intl,فرودگاه بین‌المللی اتلنتیک سیتی,US,Atlantic City,آتلانتیک سیتی,1
ACZ,Zabol,فرودگاه زابل,IR,Zabol,زابل,0
ADA,Sakirpasa - Adana,فرودگاه آدانا,TR,Adana,آدانا,0
ADB,Izmir Adnan Menderes,فرودگاه عدنان مندرس,TR,Izmir,ازمیر,1
ADC,Andakombe,فرودگاه انداکومب,PG,Andakombe,Andakombe,0
ADD,Addis Ababa Bole Intl,فرودگاه بین‌المللی بوول,ET,Addis Ababa,آدیس آبابا,1
ADE,Aden Intl,فرودگاه بین‌المللی عدن,YE,Aden,عدن,1
ADF,Adiyaman,فرودگاه آدیامان,TR,Adiyaman,آدیامان,0
ADG,ADG,فرودگاه شهری لناوی,US,,آدریان,0
ADH,ADH,فرودگاه آلدان,RU,,آلدان,0
ADI,Arandis,فرودگاه آرندیز,NA,Arandis,Arandis / Swakopmund,0
ADJ,Marka Intl,فرودگاه کشوری عمان,JO,Amman,امان,1
ADK,Adak Island,فرودگاه ایدک,US,Adak Island,Adak Island,0
ADL,Adelaide Intl,فرودگاه آدلاید,AU,Adelaide,آدلاید,1
ADM,Ardmore Municipal,فرودگاه شهری آردمور,US,Ardmore,آردمر,0
ADN,Andes,Andes Airport,CO,Andes,Andes,0
ADO,ADO,فرودگاه انداموکا,AU,,Andamooka,0
ADP,Ampara,فرودگاه اس‌ال‌ای‌اف انوردهاپورا,LK,Ampara,انورادهاپورا,0
ADQ,Kodiak Benny Benson State,فرودگاه کودیاک,US,Kodiak,کودیاک,0
ADT,Ada,فرودگاه شهری ایدا (FAA: ADH),US,Ada,ایدا,0
ADU,Ardabil,فرودگاه اردبیل,IR,Ardabil,اردبیل,0
ADW,Andrews Air Force Base,پایگاه شکاری اندروز,US,Camp Springs,کمپ اسپرینگز,0
ADX,Leuchars,فرودگاه نیروی هوایی سلطنتی لوچارس,GB,Saint Andrews,سنت اندروز,0
ADY,ADY,فرودگاه الروز,ZA,,الدیز,0
ADZ,Gustavo Rojas Pinilla Intl,فرودگاه بین‌المللی گوستاو روجاس پینیلا,CO,San Andres Island,San Andres Island,1
AEA,Abemama,فرودگاه ابماما آتول,KI,Abemama,Abemama Atoll,0
AEB,AEB,فرودگاه بایس یووجیانگ,CN,,Baise,0
AEE,Adareil,,SS,Adareil,,0
AEG,AEG,فرودگاه اک گودانگ,ID,,پدانگ سیدمپوان,0
AEH,Abeche,فرودگاه ابچه,TD,Abeche,آبشی,0
AEI,Algeciras,,ES,Algeciras,,0
AEK,Aseki,Aseki Airport,PG,Aseki,Aseki,0
AEL,AEL,فرودگاه شهری آلبرت لی,US,,آلبرت لی,0
AEO,Aioun El Atrouss,فرودگاه ایوون ال اترووس,MR,Aioun el Atrouss,Aioun El Atrouss,0
AEP,Jorge Newbery,محله هوایی یورگ نوبری,AR,Buenos Aires,بوئنوس آیرس,0
AER,Sochi Intl,فرودگاه بین‌المللی سوچی,RU,Sochi,سوچی,1
AES,Vigra Alesund,فرودگاه ویگرا آلسوند,NO,Aalesund,السوند,0
AET,Allakaket,فرودگاه آلاکاکت (FAA: 6A8),US,Allakaket,آلاکاکت,0
AEU,Abu Musa,فرودگاه ابو موسی,IR,Abu Musa,ابو موسی,0
AEX,Alexandria Intl,فرودگاه بین‌المللی الکساندارا (لوییزیانا),US,Alexandria,الکساندریا,1
AEY,Akureyri,فرودگاه آکوریری,IS,Akureyri,آکوریری,0
AFA,San Rafael,فرودگاه سن رافائل (آرژانتین),AR,San Rafael,سان رافائل (آرژانتین),0
AFD,AFD,Port Alfred Airport,ZA,,Port Alfred,0
AFI,Amalfi,Amalfi Airport,CO,Amalfi,Amalfi,0
AFK,AFK,,LK,,,0
AFL,Alta Floresta,فرودگاه آلتا فلورستا,BR,Alta Floresta,التا فلورستا,0
AFN,AFN,فرودگاه جفری–محله هوایی سیلور رنچ,US,,جاففری,0
AFO,Afton Municipal,فرودگاه شهری آفتون,US,Afton,افتون,0
AFR,AFR,Afore Airport,PG,,Afore,0
AFS,Zarafshan,فرودگاه زرافشان,UZ,Zarafshan,Zarafshan,0
AFT, Afutara Aerodrome,فرودگاه افوتارا,SB,Afutara,Afutara,0
AFY,AFY,فرودگاه افیون قره‌حصار,TR,,افیون قره‌حصار,0
AFZ,Sabzevar,فرودگاه سبزوار,IR,Sabzevar,سبزوار,0
AGA,Agadir Al Massira,فرودگاه اگادیر المسیره,MA,Agadir,اگادیر,0
AGB,Augsburg,فرودگاه آوگسبورگ,DE,Munich,آوگسبورگ,0
AGD,Anggi,فرودگاه انگی,ID,Anggi,Anggi,0
AGE,AGE,فرودگاه وانگروگه,DE,,Wangerooge,0
AGF,La Garenne,فرودگاه لاگارن,FR,Agen,اژان,0
AGG,Angoram,Angorarn Airport,PG,Angoram,Angorarn,0
AGH,Angelholm Helsingborg,فرودگاه آنگلهولم-هلسینگبورگ (former ICAO: ESDB),SE,Angelholm Helsingborg,انگلهولم,0
AGI,AGI,باند پرواز واگنینگن,SR,,Wageningen,0
AGJ,AGJ,فرودگاه اگونی,JP,,Aguni,0
AGK,Kagua,Kagua Airport,PG,Kagua,Kagua,0
AGL,Wanigela,Wanigela Airport,PG,Wanigela,Wanigela,0
AGM,Tasiilaq Heliport,بالگردگاه تاسییلاک,GL,Tasiilaq,Tasiilaq,0
AGN,Angoon Seaplane Base,پایگاه آب‌نشین انگون,US,Angoon,آنگون,0
AGP,Malaga,فرودگاه مالاگا,ES,Malaga,مالاگا,0
AGQ,Agrinion,فرودگاه آگرینیو,GR,Agrinion,آگرینیو,0
AGR,Kheria Agra,فرودگاه آگره/فرودگاه آگره,IN,Agra,آگره,0
AGS,Augusta Regional,فرودگاه منطقه‌ای آگوستا at Bush Field,US,Augusta,آگوستا,0
AGT,Alejo Garcia,فرودگاه بین‌المللی گوآرانی (Alejo Garcia Airport),PY,Ciudad del Este,سیوداد دل استه,1
AGU,Jesus Teran Peredo I Aguascalients Intl,فرودگاه بین‌المللی ال آی سی. خزوس تران پردو,MX,Aguascalientes,آگوئاسکالینتس,1
AGV,Acarigua,فرودگاه اوسوالدو گوارا موخیکا,VE,Acarigua,اکاریگوا,0
AGW,Agnew,فرودگاه آگنیو,AU,Agnew,Agnew,0
AGX,AGX,فرودگاه اگاتی,IN,,Agatti Island,0
AGY,Argyle Downs,فرودگاه آرگایل داونز,AU,Argyle Downs,Argyle Downs,0
AGZ,AGZ,فرودگاه اگنیس,ZA,,اجنیز,0
AHA,Naha Air Force Base,,JP,Okinawa,,0
AHB, Abha Regional,فرودگاه منطقه‌ای آبها,SA,Abha,آبها / خمیس مشیط (شهر),0
AHC,Amedee Army Air Field,فرودگاه صحرایی ارتشی آمد,US,Herlong,Herlong,0
AHE,Ahe,فرودگاه اهه,PF,Ahe,اهه,0
AHH,Amery Municipal,فرودگاه شهری امری,US,Amery,آمری,0
AHI,Amahai,فرودگاه آماهای,ID,Amahai,Amahai,0
AHL,Aishalton,Aishalton Airport,GY,Aishalton,ایشالتون,0
AHM,Sumner Parker Field,,US,Ashland,,0
AHN, Athens-Ben Epps,فرودگاه آتن,US,Athens,آتنز,0
AHO,Alghero-Fertilia,فرودگاه فرتیلیا (Alghero Airport),IT,Alghero,آلگرو,0
AHS,Ahuas,Ahuas Airport,HN,Ahuas,اهواس,0
AHU,Charif Al Idrissi,فرودگاه چریف ال ایدریسی,MA,Al Hoceima,حسیمه,0
AHW,Ahwaz,,OM,Ahwaz,,0
AHY,AHY,Ambatolahy Airport,MG,,Ambatolahy,0
AIC,Airok,فرودگاه ایروک,MH,Airok,Airok,0
AIE,Aiome,Aiome Airport,PG,Aiome,Aiome,0
AIF,Assis,Assis Airport,BR,Assis,Assis,0
AIG,Yalinga,فرودگاه یالینگا,CF,Yalinga,Yalinga,0
AIH,Aiambak,فرودگاه ایامبک,PG,Aiambak,Aiambak,0
AII,Ali Sabieh,Ali-Sabieh Airport,DJ,Ali Sabieh,علی صبیح,0
AIK,AIK,فرودگاه شهری ایکن,US,,ایکن,0
AIM,Ailuk Island,فرودگاه ایلوک,MH,Ailuk Island,Ailuk,0
AIR,Aripuana,Aripuanã Airport,BR,Aripuana,Aripuanã,0
AIS,Arorae,فرودگاه جزیره آرورا,KI,Arorae,Arorae Island,0
AIT,Aitutaki,Aitutaki Island Airport,CK,Aitutaki Island,آیتوتاکی,0
AIU,Atiu Island,Atiu Island Airport,CK,Atiu Island,Atiu Island,0
AIV,George Downer,فرودگاه جرج داونر,US,Aliceville,آلیسویل,0
AIW,Ai Ais,Ai-Ais Airport,NA,Ai Ais,ای-ایز,0
AJA,Ajaccio Napoleon Bonaparte,فرودگاه آیاتچو – ناپلئون بنوپارت,FR,Ajaccio,آژاکسیو,0
AJF,Jouf,فرودگاه داخلی الجوف,SA,Jouf,الجوف,0
AJI, Agri,فرودگاه آغری,TR,Agri,آغری,0
AJJ,Akjoujt,فرودگاه اکیوویت,MR,Akjoujt,اکجوجت,0
AJK,Araak,فرودگاه اراک,IR,Araak,اراک,0
AJL,Aizawl,فرودگاه لنگپوی,IN,Aizawl,ایزوال,0
AJN,Ouani,فرودگاه اوانی,KM,Anjouan,آنژوان,0
AJR,Arvidsjaur,فرودگاه ارویدسیاور,SE,Arvidsjaur,Arvidsjaur,0
AJS,Abreojos,Abreojos Airport,MX,Abreojos,فرودگاه تکبانده پونتا آبرئویوس,0
AJU,Aracaju,فرودگاه سانتا ماریا (سرژیپه),BR,Aracaju,آراکاخو,0
AJY,AJY,فرودگاه بین‌المللی مانو دایاک,NE,,اغادیز,1
AKA,AKA,فرودگاه انکانگ ولیپو,CN,,Ankang,0
AKB,Atka,فرودگاه اتکا (FAA: AKA),US,Atka,آتکا,0
AKD,AKD,فرودگاه اکولا,IN,,اکولا,0
AKE,Akieni,فرودگاه اکینی,GA,Akieni,اکینی,0
AKF,Kufra,Kufra Airport,LY,Kufra,Kufra,0
AKG,Anguganak,Anguganak Airport,PG,Anguganak,Anguganak,0
AKH,Prince Sultan Air Base,,SA,Al Kharj,,0
AKI,Akiak,فرودگاه اکیاک,US,Akiak,آکیاک,0
AKJ,Asahikawa,فرودگاه آساهیکاوا، هوکایدو,JP,Asahikawa,آساهیکاوا,0
AKK,Akhiok Sea Plane Base,فرودگاه اخیوک,US,Akhiok,اخیوک,0
AKL,Auckland,فرودگاه آوکلند,NZ,Auckland,Mangere,1
AKM,Zakouma,فرودگاه زاکوما,TD,Zakouma,Zakouma,0
AKN,King Salmon,فرودگاه کینگ سالمون,US,King Salmon,کینگ سالمون,0
AKO,Washington County,فرودگاه منطقه‌ای کلرادو,US,Akron,اکران,0
AKP,Anaktuvuk,فرودگاه اناکتوووک پس,US,Anaktuvuk,آناکتوووک پس,0
AKQ,AKQ,فرودگاه گونانگ باتین,ID,,Astraksetra,0
AKR,AKR,فرودگاه اکور,NG,,اکوره (نیجریه),0
AKS,Auki Gwaunaru'u,فرودگاه اوکی,SB,Auki,Auki / Gwaunaru'u,0
AKT,AKT,فرودگاه نیروی هوایی سلطنتی اکروتیری,CY,,آکراتاری و داکیلیا,0
AKU,Aksu,فرودگاه اکسو,CN,Aksu,اکسو,0
AKV,Akulivik,فرودگاه اکولیویک,CA,Akulivik,اکولیویک,0
AKW,Aghajari,فرودگاه آغاجاری,IR,Aghajari,آغاجاری,0
AKX,Aktobe,فرودگاه آقتوبه,KZ,Aktobe,آقتوبه,0
AKY,Sittwe,فرودگاه سیتو,MM,Sittwe,Sittwe,0
ALA,Almaty,فرودگاه بین‌المللی آلماآتی,KZ,Almaty,آلماآتی,0
ALB,Albany Intl,فرودگاه بین‌المللی آلبانی,US,Albany,آلبانی,1
ALC,Alicante-Elche,فرودگاه آلیکانته,ES,Alicante,آلیکانته,1
ALD,Alerta,فرودگاه الرتا,PE,Alerta,الرتا,0
ALE,ALE,فرودگاه شهری الپین-کاس پاریس (FAA: E38),US,,آلپاین (تگزاس),0
ALF,Alta,فرودگاه آلتا,NO,Alta,Alta,0
ALG,Houari Boumediene,فرودگاه هواری بومدین,DZ,Algiers,الجزیره,0
ALH, Albany,فرودگاه آلبانی (استرالیا),AU,Albany,آلبانی,0
ALJ,Kortdoorn,فرودگاه الکساندر بی,ZA,Alexander Bay,Alexander Bay,0
ALK,Asela,Asella Airport,ET,Asela,Asella,0
ALL,Albenga,فرودگاه آلبنگا,IT,Albenga,البنگا,1
ALM,Alamogordo-White Sands Regional,فرودگاه منطقه‌ای آلاموگوردو-وایت سندز,US,Alamogordo,المگردوو,0
ALN,ALN,فرودگاه محلی سنت لویس,US,,آلتون,0
ALO,Waterloo Regional,فرودگاه محلی واترلو,US,Waterloo,وترلو,0
ALP, Aleppo Intl,فرودگاه بین‌المللی حلب (Nejrab Airport),SY,Aleppo,حلب,1
ALQ,ALQ,Alegrete Airport,BR,,الگریت,0
ALR,ALR,فرودگاه الکساندارا,NZ,,Alexandra,0
ALS,Alamosa Municipal,فرودگاه منطقه‌ای سن لویس ولی,US,Alamosa,آلاموسا,0
ALT,Alenquer,Alenquer Airport,BR,Alenquer,Alenquer,0
ALW,Walla Walla Regional,فرودگاه محلی والا والا,US,Walla Walla,والا والا,0
ALX,ALX,فرودگاه صحرایی توماس سی. راسل,US,,آلکساندر سیتی,0
ALY,El Nohza,فرودگاه بین‌المللی اسکندریه (مصر),EG,Alexandria - Borg El Arab,اسکندریه,0
AMA,Rick Husband Amarillo Intl,فرودگاه بین‌المللی ریک هازبند آماریلو,US,Amarillo,آماریلو,1
AMC,Am Timan,فرودگاه‌ام تیمان,TD,Am Timan,ام تیمان,0
AMD, Ahmedabad,فرودگاه بین‌المللی سردار ولابهبهی پتل,IN,Ahmedabad,احمدآباد (هندوستان),1
AME,AME,Alto Molocue Airport,MZ,,Alto Molocue,0
AMF,AMF,Ama Airport,PG,,Ama,0
AMG,Amboin,Amboin Airport,PG,Amboin,Amboin,0
AMH,Arba Mintch,Arba Minch Airport,ET,Arba Minch,Arba Minch,0
AMI,Selaparang,فرودگاه سلپرنگ (closed 2011),ID,Mataram,ماتارام,0
AMJ,Almenara,Almenara Airport,BR,Almenara,Almenara,0
AML,Puerto Armuelles,Puerto Armuellas Airport,PA,Puerto Armuelles,Puerto Armuellas,0
AMM,Queen Alia Intl,فرودگاه بین‌المللی کویین آلیا,JO,Amman,امان,1
AMO,Mao,فرودگاه ماو,TD,Mao,Mao,0
AMQ,Pattimura,فرودگاه پتیمورا,ID,Ambon,آمبون,0
AMR,Almeria Station,Arno Airport,ES,Almeria,Arno,0
AMS,Amsterdam Schiphol ,فرودگاه اسخیپهول آمستردام,NL,Amsterdam,هارلمرمیر,0
AMT,Amata,Amata Airport,AU,Amata,Amata,0
AMU,Amanab,Amanab Airport,PG,Amanab,Amanab,0
AMV, Amderma,فرودگاه آمدرما,RU,Amderma,Amderma,0
AMW,Ames Municipal,فرودگاه شهری ایمز,US,Ames,ایمز,0
AMX,AMX,Ammaroo Airport,AU,,Ammaroo,0
AMY,Ambatomainty,Ambatomainty Airport,MG,Ambatomainty,امباتومانتی,0
AMZ,AMZ,فرودگاه آردمور (نیوزلند),NZ,,Ardmore,0
ANB,Anniston Metropolitan,فرودگاه انیستن متروپالیتن,US,Anniston,آنیستون (آلاباما),0
ANC,Ted Stevens Anchorage Intl,فرودگاه بین‌المللی تد استیونز انکوریج,US,Anchorage,انکوریج,1
ANE,Marce,فرودگاه آنجرز – لوار (Angers-Marcé Airport),FR,Angers,آنژه,0
ANF,Cerro Moreno Intl,فرودگاه بین‌المللی سروو مورنو,CL,Antofagasta,آنتوفاگاستا,0
ANG,Angoulême – Brie – Champniers ,فرودگاه انگولم – بری – چامپنیرس,FR,Angouleme,آنگولم,0
ANH,Anuha Island Resort,Anuha Island Resort Airport,SB,Anuha Island Resort,Anuha Island Resort,0
ANI,Aniak,فرودگاه انیاک,US,Aniak,آنیاک,0
ANJ,ANJ,,CG,,,0
ANK,Etimesgut,Etimesgut Airport,TR,Ankara,آنکارا,0
ANL,Andulo,فرودگاه اندولو,AO,Andulo,آندولو,0
ANM,Antsirabato,Antsirabato Airport,MG,Antalaha,Antalaha,0
ANO,Angoche,فرودگاه آنگوچ,MZ,Angoche,Angoche,0
ANP,ANP,فرودگاه لی,US,,آناپولیس,0
ANR,Antwerp Intl,فرودگاه بین‌المللی آنتورپ,BE,Antwerp,آنتورپ,1
ANS, Andahuaylas,فرودگاه انداهوایلاس,PE,Andahuaylas,انداهوایلاس,0
ANU,V.C. Bird Intl,فرودگاه بین‌المللی و. س. برد,AG,Antigua,سینت جانز,1
ANV,Anvik,فرودگاه انویک,US,Anvik,آن‌ویک,0
ANX,Andenes,فرودگاه اندنس اندیا,NO,Andenes,اندینس,0
ANY,ANY,فرودگاه شهری آنتونی,US,,آنتونی,0
ANZ,ANZ,Angus Downs Airport,AU,,Angus Downs,0
AOA,Aroa,Aroa Airport,PG,Aroa,Aroa,0
AOB,Annanberg,Annanberg Airport,PG,Annanberg,Annanberg,0
AOC,Altenburg Nobitz,فرودگاه لایپزیگ-آلتنبورگ,DE,Altenburg,آلتنبورگ,0
AOD,AOD,فرودگاه ابوضیا,TD,,ابو-دییا,0
AOE,Anadolu,فرودگاه آنادولو,TR,Eskisehir,اسکی‌شهر,0
AOG,AOG,فرودگاه آنشان تنگاو,CN,,آنشان (چین),0
AOH,AOH,فرودگاه شهری لیما آلن,US,,لیما,0
AOI,Ancona Falconara,فرودگاه فالکونارا,IT,Ancona,آنکونا,0
AOJ,Aomori,فرودگاه ائوموری,JP,Aomori,آئوموری,0
AOK,Karpathos,فرودگاه ملی جزیره کارپتاس,GR,Karpathos,Karpathos,0
AOL,AOL,فرودگاه پاسو دو لوس لیبرس,AR,,پاسو ده لوس لیبرس,0
AOM,AOM,,OM,,,0
AON,Arona,Arona Airport,PG,Arona,Arona,0
AOO,Altoona,فرودگاه شهرستان آلتونا-بلایر,US,Altoona,آلتونا,0
AOP,Andoas,All airports,PE,Andoas,Andoas,0
AOR,Sultan Abdul Halim,فرودگاه سلطان عبدالحلیم,MY,Alor Setar,الور ستار,0
AOT,Corrado Gex,فرودگاه ائوستا,IT,Aosta,ائوستا,0
AOU,AOU,Attopeu Airport,LA,,Attopeu,0
APB,APB,Apolo Airport,BO,,Apolo,0
APE,San Juan Aposento,San Juan Aposento Airport,PE,San Juan Aposento,San Juan Aposento,0
APF,Naples Municipal,فرودگاه شهری ناپل,,,نیپلز,0
APG,APG,فرودگاه صحرایی فیلیپس,US,,آبردین پروو گراوند,0
APH,Camp A P H,فرودگاه صحرایی ارتشی ای پی هیل,US,Bowling Green,Fort A.P. Hill,0
APK,Apataki,Apataki Airport,PF,Apataki,Apataki,0
APL,Nampula,فرودگاه ناموپلا,MZ,Nampula,نامپولا,0
APN,Alpena County Regional,فرودگاه منطقه‌ای شهرستان آلپنا,US,Alpena,آلپنا,0
APO,Apartado,فرودگاه آنتونیو رولدن بتنکورت,CO,Apartado,آپارتادو,0
APP,Asapa,Asapa Airport,PG,Asapa,Asapa,0
APQ,Arapiraca,Arapiraca Airport,BR,Arapiraca,Arapiraca,0
APR,April River,April River Airport,PG,April River,April River,0
APS,Anapolis,Anápolis Airport,BR,Anapolis,آناپلیس,0
APT,Marion County,Marion County Airport (Brown Field),US,Jasper,جسپر,0
APU,APU,فرودگاه اپوکارانا,BR,,Apucarana,0
APV,APV,فرودگاه اپل ولی (کالیفرنیا),US,,اپل ولی,0
APW,Faleolo Intl,فرودگاه بین‌المللی فالئولو,WS,Apia,آپیا,1
APX,Arapongas,فرودگاه آراپونگاس,BR,Arapongas,Arapongas,0
APY,Alto Parnaiba,Alto Parnaíba Airport,BR,Alto Parnaiba,آلتو پارنایبا,0
APZ,APZ,Zapala Airport,AR,,ساپالا,0
AQA,Araraquara,Araraquara Airport,BR,Araraquara,Araraquara,0
AQB,Quiche,فرودگاه کیچه,GT,Quiche,Quiché,0
AQG,Anqing Tianzhushan,فرودگاه آنچینگ تیانژوشان,CN,Anqing,انگینگ,0
AQI,Qaisumah,فرودگاه محلی قیصومه,SA,Qaisumah,القیصومة,0
AQJ,Aomori,فرودگاه بین‌المللی ملک حسین,JO,Aomori,عقبه,1
AQM,Ariquemes,Ariquemes Airport,BR,Ariquemes,Ariquemes,0
AQP,Rodriguez Ballon Intl,فرودگاه بین‌المللی رودریگز بیون,PE,Arequipa,آرکیپا,1
AQS,Saqani,Saqani Airport,FJ,Saqani,Saqani,0
AQY,Alyeska,,US,Alyeska,,0
ARA,ARA,فرودگاه منطقه‌ای اکدیانا,US,,نووا آیبیریا,0
ARB,ARB,فرودگاه شهری آن آربر,US,,ان آربر,0
ARC,Arctic Village,فرودگاه آرکتیک ویلیج,US,Arctic Village,آرکتیک ویلج,0
ARD,ARD,فرودگاه جزیره الور,ID,,Alor Island,0
ARF,Acaricuara,Acaricuara Airport,CO,Acaricuara,اکاریکورا,0
ARG,Walnut Ridge,فرودگاه محلی ولنات ریج,US,Walnut Ridge,والنوت ریدج (آرکانزاس),0
ARH,Talagi,فرودگاه تالاگی,RU,Arkhangelsk,آرخانگلسک,0
ARI,Chacalluta,فرودگاه بین‌المللی چاکلوتا,CL,Arica,آریکا,0
ARJ,ARJ,فرودگاه آرسو,ID,,Arso,0
ARK,Arusha,فرودگاه آروشا,TZ,Arusha,آروشا (شهر),0
ARM,Armidale,فرودگاه آرمیدال,AU,Armidale,آرمیدال,0
ARN,Stockholm Arlanda,فرودگاه استکهلم-آرلاندا,SE,Stockholm,استکهلم,0
ARO,ARO,Arboletas Airport,CO,,Arboletas,0
ARP,Aragip,Aragip Airport,PG,Aragip,Aragip,0
ARQ,Arauquita,Arauquita Airport (El Troncal),CO,Arauquita,آرائوکیتا,0
ARR,ARR,Alto Río Senguer Airport,AR,,آلتو ریو سگویر,0
ARS,Aragarcas,Aragarças Airport,BR,Aragarcas,Aragarças,0
ART,Watertown,فرودگاه بین‌المللی واترتاون,US,Watertown,واترتاون,1
ARU,Aracatuba,فرودگاه آراستوبا,BR,Aracatuba,Araçatuba,0
ARW,Arad Intl,فرودگاه بین‌المللی آراد,RO,Arad,آراد (رومانی),1
ARX,Asbury Park,Asbury Park Neptune Airport (closed 1977),,Nj,اسبوری پارک,0
ARY,ARY,فرودگاه آرارات,AU,,Ararat,0
ARZ,ARZ,N'zeto Airport,AO,,نزتو,0
ASA,Assab Intl,فرودگاه بین‌المللی عصب,ER,Assab,عصب (شهر),1
