code,name,name_fa,country_code,city_name,city_name_fa,is_international
BZC,BZC,Umberto Modiano Airport,BR,,Búzios,0
BZD,BZD,فرودگاه بالرانالد,AU,,Balranald,0
BZE,Philip S.W. Goldson Intl,فرودگاه بین‌المللی فیلیپس اس. دبلیو. گلدسان,BZ,Belize City,Ladyville (near بلیز سیتی),1
BZG,Bydgoszcz Ignacy Jan Paderewski,فرودگاه ایگناسی یان پادرفسکی بیدگوشچ,PL,Bydgoszcz,بیدگوشچ,0
BZH,Bumi Hills,,ZW,Bumi Hills,,0
BZI,Balikesir,فرودگاه بالیکسیر (Merkez Airport),TR,Balikesir,بالیکسیر,0
BZK,Bryansk Intl,Briansk Airport,RU,Bryansk,بریانسک,0
BZL,Barisal,فرودگاه باری، ایتالیا,BD,Barisal,باریسال,0
BZN,Bozeman Yellowstone Intl,فرودگاه بین‌المللی بوزمن یلوواستون,US,Belgrade,بووزمن,0
BZO,Bolzano,فرودگاه بولزانو,IT,Bolzano,بولزانو,0
BZP,Bizant,Bizant Airport,AU,Bizant,Bizant,0
BZR,Beziers Vias,فرودگاه بیزیرس کپ داگد,FR,Beziers,بزیه,0
BZU,BZU,,CD,,,0
BZV,Maya Maya,,CG,Brazzaville,,0
BZY,BZY,فرودگاه بین‌المللی بالتی,MD,,بالتی,1
BZZ,RAF Brize Norton,فرودگاه نیروی هوایی سلطنتی بریتز نورتون,GB,Brize Norton,آکسفوردشر,0
CAA,CAA,Catacamas Airport,HN,,Catacamas,0
CAB,Cabinda,فرودگاه کبیندا,AO,Cabinda,Cabinda,0
CAC,Cascavel,فرودگاه کسکول,BR,Cascavel,مار زنگی,0
CAF,CAF,فرودگاه کراواری,BR,,کراواری,0
CAG,Cagliari Elmas,فرودگاه کگلیاری-الماس,IT,Cagliari,کالیاری,0
CAH,CAH,فرودگاه کا مائو,VN,,ایالت کا مائو,0
CAI,Cairo Intl,فرودگاه بین‌المللی قاهره,EG,Cairo,قاهره,1
CAJ,Canaima,فرودگاه کنایما,VE,Canaima,Canaima,0
CAL,Campbeltown,فرودگاه کمبلتاون (RAF Machrihanish),GB,Campbeltown,Campbeltown,0
CAN,Guangzhou Baiyun Intl,فرودگاه بین‌المللی بایون گوآنگجو,CN,Guangzhou,گوانگ‌ژو,1
CAO,CAO,محله هوایی شهری کلیتن,US,,کلیتن,0
CAP,Cap Haitien,فرودگاه بین‌المللی کاپ-هائیتین,HT,Cap Haitien,کاپ-هائیتین,1
CAQ,Juan H. White,فرودگاه خوآن اچ. وایت,CO,Caucasia,کاوکاسیا (انتیوکیا),0
CAS,Anfa,فرودگاه کسابلانک-انفا,MA,Casablanca,کازابلانکا,0
CAU,Caruaru,Oscar Laranjeias Airport,BR,Caruaru,Caruaru,0
CAV,Cazombo,فرودگاه کزومبو,AO,Cazombo,Cazombo,0
CAW,CAW,فرودگاه بارتولومو لیساندرو,BR,,Campos dos Goitacazes,0
CAX,Carlisle,فرودگاه منطقه کارلایل لیک,GB,Carlisle,کارلایل,0
CAY,Felix Eboue,فرودگاه کاین رشابوو,GF,Cayenne,کاین,0
CAZ,Cobar,فرودگاه کوبار,AU,Cobar,Cobar,0
CBB,Jorge Wilstermann International,فرودگاه بین‌المللی خورخه ویلسترمان,BO,Cochabamba,کوچابامبا,1
CBC,Cherrabun,Cherrabun Airport,AU,Cherrabun,Cherrabun,0
CBD,CBD,پایگاه نیروی هوایی کار نیکوبار,IN,,Car Nicobar,0
CBF,CBF,فرودگاه شهری کاونسل بلافس,US,,کونسیل بلوفس,0
CBG,Cambridge,فرودگاه کمبریج,GB,Cambridge,کمبریج,0
CBH,Boudghene Ben Ali Lotfi,فرودگاه بوودگهن بن علی لطفی,DZ,Bechar,بشار,0
CBI,Cape Barren,Cape Barren Island Airport,AU,Cape Barren,Cape Barren Island,0
CBJ,CBJ,فرودگاه کابو روهو,DO,,پدرنالس (شهر),0
CBL,Tomas de Heres,فرودگاه توماز جی اریس,VE,Ciudad Bolivar,سیوداد بولیوار,0
CBN,CBN,فرودگاه پنگ‌گونگ,ID,,سیریبون,0
CBO,Awang,فرودگاه آوانگ,PH,Cotabato,Cotabato City,0
CBP,CBP,Coimbra Airport (فرودگاه کویمبرا),PT,,کویمبرا,0
CBQ,Calabar,فرودگاه بین‌المللی مارگارت اکپو,NG,Calabar,کالابار,1
CBR,Canberra International,فرودگاه بین‌المللی کانبرا,AU,Canberra,کانبرا,1
CBS,CBS,فرودگاه اورو نگرو,VE,,کابیماس,0
CBT,Catumbela,فرودگاه کتومبلا,AO,Catumbela,کتومبلا,0
CBU,CBU,فرودگاه کتبوس-درویتس,DE,,کتبوس,0
CBV,Coban,فرودگاه کوبان,GT,Coban,کوبان,0
CBW,Campo Mourao,Campo Mourão Airport,BR,Campo Mourao,Campo Mourão,0
CBX,CBX,فرودگاه کوندوبولین,AU,,Condobolin,0
CBY,Canobie,Canobie Airport,AU,Canobie,Canobie,0
CCA,CCA,,US,,,0
CCC,Jardines del Rey,فرودگاه خاردینز دل ری,CU,Cayo Coco,Cayo Coco,0
CCE,CCE,فرودگاه لسپرانسه (Grand Case Airport),GP,,سن مارتن,0
CCF,Carcassonne,فرودگاه کارکاسون,FR,Carcassonne,کارکاسون,0
CCH,CCH,Chile Chico Airport,CL,,شیلی شیکو,0
CCI,Concordia,فرودگاه کانکوردیا,BR,Concordia,Concórdia,0
CCJ,Calicut Intl,فرودگاه بین‌المللی کالیکوت,IN,Kozhikode,کالیکوت (Calicut),1
CCK,Cocos Islands,,CC,Cocos Islands,,0
CCL,CCL,فرودگاه چینچیلا,AU,,Chinchilla,0
CCM,Criciuma,فرودگاه دیومیسیو فریتاس,BR,Criciuma,کریسیوما,0
CCN,CCN,فرودگاه چغچران,AF,,چغچران,0
CCO,Carimagua,Carimagua Airport,CO,Carimagua,Puerto López,0
CCP,Carriel Sur,فرودگاه بین‌المللی کریل سر,CL,Concepcion,کنسپسیون,0
CCQ,Cachoeira,Cachoeira Airport,BR,Cachoeira,Cachoeira,0
CCR,CCR,فرودگاه صحرایی بیوکنن,US,,کانکورد,0
CCS,Simon Bolivar Intl,فرودگاه بین‌المللی سیمون بولیوار (ونزویلا),VE,Caracas,مایکتیا (near کاراکاس),0
CCT,CCT,Colonia Catriel Airport,AR,,Colonia Catriel,0
CCU,Netaji Subhas Chandra Bose,فرودگاه بین‌المللی نتاجی سوباش چاندرا بوز,IN,Kolkata,Dum Dum (near کلکته),1
CCV,Craig Cove,فرودگاه کریگ کوو,VU,Craig Cove,Craig Cove,0
CCW,Cowell,Cowell Airport,AU,Cowell,کاول,0
CCX,Caceres,Cáceres Airport,BR,Caceres,Cáceres,0
CCY,CCY,فرودگاه منطقه‌ای شمال‌شرقی لوا,US,,چارلز سیتی,0
CCZ,Chub Cay,فرودگاه بین‌المللی چاب کی,BS,Chub Cay,Chub Cay,0
CDA,Cooinda,Cooinda Airport,AU,Cooinda,Cooinda,0
CDB,Cold Bay,فرودگاه کولد بی,US,Cold Bay,کولد بی,0
CDC,Cedar City,فرودگاه منطقه‌ای شهر سیدر,US,Cedar City,سدارسیتی,0
CDD,Cauquira,Cauquira Airport,HN,Cauquira,Cauquira,0
CDE,Caledonia,Cape Decision Coast Guard Heliport,PA,Caledonia,Cape Decision,0
CDG,Charles de Gaulle,فرودگاه پاری-شارل-دو-گل (Roissy Airport),FR,Paris,Paris,1
CDH,CDH,فرودگاه صحرایی هارل,US,,کامدن (آرکانزاس),0
CDI,CDI,Cachoeiro de Itapemirim Airport,BR,,Cachoeiro de Itapemirim,0
CDJ,Conceicao Do Arag,فرودگاه کونسی‌سآاو دو ارگوایا,BR,Conceicao Do Arag,Conceição do Araguaia,0
CDK,CDK,فرودگاه جورج تی لویس,US,,سیدار کی,0
CDN,CDN,وودوارد فیلد (فرودگاه),US,,کمدن,0
CDO,CDO,Cradock Airport,ZA,,Cradock,0
CDP,CDP,فرودگاه کوداپاه,IN,,Cuddapah,0
CDQ,Croydon,Croydon Airport,AU,Croydon,Croydon,0
CDR,Chadron,فرودگاه شهری چادرون,US,Chadron,چادرون,0
CDS,CDS,فرودگاه شهری چیلدرس,US,,چیلدرس,0
CDT,Castellon De La Plana,Castellón Airport,ES,Castellon De La Plana,Castellón de la Plana,0
CDU,Camden,فرودگاه کمدن (سیدنی),AU,Camden,Camden,0
CDV,Mudhole Smith,فرودگاه مرل مودهول اسمیت,US,Cordova,کوردووا,0
CDW,Caldwell Wright,فرودگاه شهرستان اسکس,US,Caldwell,کیلدول,0
CDY,Cagayan De Sulu,فرودگاه کگایان دو سولو,PH,Mapun,Mapun,0
CDZ,CDZ,,ES,,,0
CEB,Mactan-Cebu Intl,فرودگاه بین‌المللی مکتان-کبو,PH,Cebu,Lapu-Lapu City,1
CEC,Del Norte County Regional,فرودگاه شهرستان دل نورت,US,Crescent City,کرس سنت سیتی,0
CED,Ceduna,فرودگاه سدونا,AU,Ceduna,Ceduna,0
CEE,Cherepovets,فرودگاه چرپووتس,RU,Cherepovets,چرپووتس,0
CEG,Hawarden,فرودگاه هاواردن (Chester Airport),GB,Chester,چستر,0
CEH,Chelinda,Chelinda Airport,MW,Chelinda,Chelinda,0
CEI,Chiang Rai Intl,فرودگاه بین‌المللی مائه فه لوانگ-چینگ رایی,TH,Chiang Rai,Chiang Rai,1
CEJ,Cuenca,فرودگاه چرنیهیف شستویتسا,ES,Cuenca,چرنیهیف,0
CEK,Chelyabinsk Intl,فرودگاه چلیابینسک,RU,Chelyabinsk,چلیابینسک,0
CEL,Cape Eleuthera,Cape Eleuthera Airport,BS,Cape Eleuthera,Cape Eleuthera,0
CEN,Ciudad Obregon,فرودگاه بین‌المللی سیوداد اوبرگون,MX,Ciudad Obregon,سیوداد اوبرگن,1
CEO,CEO,Waco Kungo Airport,AO,,وکو کونگو,0
CEP,Concepcion,Concepción Airport,BO,Concepcion,Concepción,0
CEQ,Cannes-Mandelieu,فرودگاه کن – ماندلیو,FR,Cannes,کن (فرانسه),0
CER,Cherbourg-Maupertus,فرودگاه شربورگ ماوپرتوس,FR,Cherbourg,شربورگ-اکتوویل,0
CES,CES,فرودگاه سسنوک,AU,,سسنوک,0
CET,Le Pontreau,Cholet Le Pontreau Airport,FR,Cholet,شوله,0
CEU,CEU,فرودگاه منطقه‌ای اوکونی کانتی,US,,کلمسون,0
CEV,CEV,Mettel Field,US,,کانرزویل,0
CEX,Chena Hot Springs,Chena Hot Springs Airport (FAA: AK13),US,Chena Hot Springs,Chena Hot Springs,0
CEY,CEY,فرودگاه شهرستان موری-کالوی,US,,مری,0
CEZ,Cortez Municipal,فرودگاه شهری کرتز,US,Cortez,کورتز,0
CFB,Cabo Frio Intl,فرودگاه بین‌المللی کابو فریو,BR,Cabo Frio,Cabo Frio,0
CFC,Carlos Alberto da Costa Neves,,BR,Cacador,,0
CFD,CFD,فرودگاه صحرایی کولتر,US,,برایان,0
CFE,Clermont-Ferrand Auvergne,فرودگاه کلرمون فران اوورن,FR,Clermont-Ferrand,کلرمون فران,0
CFF,Cafunfo,فرودگاه کافونفو,AO,Cafunfo,کافونفو,0
CFG,Jaime Gonzalez,فرودگاه خائیمه گنزالز,CU,Cienfuegos,سینفوگوس,0
CFH,Clifton Hills,Clifton Hills Airport,AU,Clifton Hills,Clifton Hills,0
CFI,Camfield Station,Camfield Airport,AU,Camfield Station,Camfield,0
CFK,CFK,,DZ,,,0
CFN,Donegal,فرودگاه دونیگل,IE,Donegal,Carrickfinn,0
CFO,Confreza,Confreza Airport,BR,Confreza,Confreza,0
CFP,Carpentaria Downs,Carpentaria Downs Airport,AU,Carpentaria Downs,Carpentaria Downs,0
CFQ,CFQ,,CA,,,0
CFR,Caen – Carpiquet,فرودگاه کائن – کرپیکه,FR,Caen,کان (فرانسه),0
CFS,Coffs Harbour,فرودگاه کوفس هاربر,AU,Coffs Harbour,بندر کافس,0
CFU,Ioannis Kapodistrias International,فرودگاه بین‌المللی کورفو (Corfu International Airport),GR,Corfu,کورفو,1
CFV,CFV,فرودگاه شهری کفیویل,US,,کافی‌ویل,0
CGA,Craig Seaplane Base,پایگاه آب‌نشین کریگ,US,Craig,کریگ,0
CGB,Marechal Rondon Intl,فرودگاه بین‌المللی مارشال روندو,BR,Cuiaba,کویابا,0
CGC,Cape Gloucester,فرودگاه کیپ گلاستر,PG,Cape Gloucester,Cape Gloucester,0
CGD,Changde,Changde Airport,CN,Changde,چانگدی,0
CGH,Sao Paulo/Congonhas,فرودگاه کونگونهاس-سائو پاوئولو,BR,Sao Paulo,سائوپائولو,0
CGJ,CGJ,Chingola Airport,ZM,,Chingola,0
CGK,Soekarno-Hatta Intl,فرودگاه بین‌المللی سوئکارنو-هتا,ID,Jakarta,جاکارتا,1
CGM,Camiguin,فرودگاه کامیگوئین,PH,Camiguin,Mambajao,0
CGN,Cologne Bonn,فرودگاه کلن بن (Köln/Bonn - Konrad Adenauer),DE,Cologne/Bonn,کلن,0
CGO,Zhengzhou Xinzheng,فرودگاه بین‌المللی ژنگژو سین‌ژنگ,CN,Zhengzhou,ژنگژو,0
CGP,Shah Amanat Intl,فرودگاه بین‌المللی شاه امانت,BD,Chittagong,شهرستان چیتاگونگ,1
CGQ,Changchun Longjia Intl,فرودگاه بین‌المللی چانگچون لونگییا,CN,Changchun,چانگچون,0
CGR,Campo Grande Intl,فرودگاه بین‌المللی کامپوگرانده,BR,Campo Grande,کامپوگرانده,0
CGS,CGS,فرودگاه کالیج پارک,US,,کالیج پارک,0
CGT,Chinguetti,Chinguitti Airport,MR,Chinguetti,Chinguitti,0
CGU,Ciudad Guayana,فرودگاه منیول کارلووس پیار گوایانا,VE,Ciudad Guayana,Ciudad Guayana,0
CGV,Caiguna,Caiguna Airport,AU,Caiguna,Caiguna,0
CGY,Laguindingan Intl,فرودگاه لومبیا,PH,Cagayan de Oro,Cagayan de Oro City,0
CGZ,CGZ,فرودگاه شهری کازا گرانده,US,,کازا گرانده,0
CHA,Chattanooga,فرودگاه چتنوگا مترپالیتن (Lovell Field),US,Chattanooga,چاتانوگا,0
CHB,CHB,فرودگاه چلاس,PK,,چلاس,0
CHC,Christchurch Intl,فرودگاه بین‌المللی کرایست‌چرچ,NZ,Christchurch,کرایست‌چرچ,1
CHF,Jinhae,Chinhae Airport,KR,Jinhae,جین‌هاا,0
CHG,CHG,فرودگاه چاویانگ,CN,,چاویانگ,0
CHH,Chachapoyas,فرودگاه چاچاپویاس,PE,Chachapoyas,چاچاپویاس,0
CHI,Chicago,All Airports,, All,شیکاگو,0
CHJ,Chipinge,Chipinge Airport,ZW,Chipinge,Chipinge,0
CHK,CHK,Chickasha Municipal Airport,US,,چیکشی,0
CHL,Challis,فرودگاه شلی (FAA: LLJ),US,Challis,چالیس,0
CHM,Chimbote,فرودگاه تنینته ف‌آپ خایمه مونترئوئیل مورالس,PE,Chimbote,چیمبوته,0
CHN,CHN,Chonju Airport,KR,,جئونجو,0
CHO,Charlottesville Albemarle,فرودگاه شارلوتسویل-البمارل,US,Charlottesville,شارلوتزویل,0
CHP,Circle Hot Springs,فرودگاه سیرکل هات اسپرینگز,US,Circle Hot Springs,Circle Hot Springs,0
CHQ,Chania Intl,فرودگاه بین‌المللی خانیا (,GR,Chania,خانیا,1
CHR,CHR,فرودگاه شتورو-سنتر,FR,,شاتورو / Déols,0
CHS,Charleston Intl,فرودگاه بین‌المللی چارلستون / پایگاه شکاری چارلستن,US,Charleston,چارلستون,1
CHT,Karewa,فرودگاه چتم آیلند/توتا,NZ,Chatham Island,Waitangi,0
CHU,Chuathbaluk,فرودگاه چواتهبالوک (FAA: 9A3),US,Chuathbaluk,چوات‌بالوک,0
CHV,CHV,Chaves Airport,PT,,شاوس,0
CHX,Changuinola Intl,فرودگاه بین‌المللی چانگوینولا,PA,Changuinola,Changuinola,1
CHY,Choiseul Bay,فرودگاه چویسول بی,SB,Choiseul Bay,Choiseul Bay,0
CHZ,CHZ,فرودگاه ایالتی چیلوکوین (FAA: 2S7),US,,چیلقوین,0
CIA,Ciampino,فرودگاه چمپینو، رم (Giovan Battista Pastine Airport),IT,Rome,Rome,0
CIC,Chico Municipal,فرودگاه شهری چیکو,US,Chico,چیکو,0
CID,The Eastern Iowa,فرودگاه آیوای شرقی,US,Cedar Rapids,سدار راپیدز,0
CIE,Collie,Collie Airport,AU,Collie,Collie,0
CIF,Chifeng,فرودگاه چایفنگ ایولونگ,CN,Chifeng,چیفنگ,0
CIH,Changzhi Wangcun,Changzhi Airport,CN,Changzhi,چانگجی,0
CII,CII,,TR,,,0
CIJ,Captain Anibal Arab,فرودگاه کپتن انیبال عرب,BO,Cobija,Cobija,0
CIO,MCAL Lopez,Teniente Coronel Carmelo Peralta Airport,PY,Concepcion,کنسپسیون,0
CIP,Chipata,فرودگاه چیپاتا,ZM,Chipata,Chipata,0
CIQ,CIQ,Chiquimula Airport,GT,,Chiquimula,0
CIS,CIS,فرودگاه کنتن آیلند,KI,,جزیره کانتون,0
CIT,Shymkent International,فرودگاه بین‌المللی چیمکند,KZ,Shymkent,چیمکند,1
CIW,Canouan Island,فرودگاه کنوان,VC,Canouan Island,Canouan Island,0
CIX,José Abelardo Quiñones Gonzáles International,فرودگاه بین‌المللی کپ. فاپ جوسه برندزینو کویینونس گونزالس,PE,Chiclayo,چیکلایو,1
CIY,Vincenzo Magliocco,فرودگاه کومیسو,IT,Comiso,کومیزو,0
CIZ,Coari,فرودگاه کواری,BR,Coari,کوآری,0
CJA,Mayor General FAP Armando Revoredo Iglesias,فرودگاه میر جنرال فاپ آرماندو رووردو ایگلسیاس,PE,Cajamarca,کاخامارکا,0
CJB,Coimbatore Intl,فرودگاه کویمباتور,IN,Coimbatore,کویمباتور,1
CJC,El Loa,فرودگاه بین‌المللی ال لوا,CL,Calama,Calama,0
CJD,Candilejas,Candilejas Airport,CO,Candilejas,Candilejas,0
CJH,CJH,فرودگاه چیلکو لیک (تسیلوس پارک لوج) (TC: CAG3),CA,,Chilko Lake,0
CJJ,Cheongju,فرودگاه بین‌المللی چئونگ‌جو,KR,Cheongju,چئونگ‌جو,1
CJL,Chitral,فرودگاه چیترال,PK,Chitral,چیترال,0
CJM,Chumphon,Chumphon Airport,TH,Chumphon,چومپفون,0
CJS,Abraham Gonzalez Intl,فرودگاه بین‌المللی آبراهام گونزالس,MX,Ciudad Juarez,سیوداد خوارس٬ چیئوائوا,1
CJT,Copalar,Copalar Airport,MX,Comitan,کومیتان,0
CJU, Jeju Intl,فرودگاه بین‌المللی ججو,KR,Jeju,ججو (شهر),1
CKC,CKC,Cherkasy Airport,UA,,چرکاسی,1
CKG,Chongqing Jiangbei Intl,فرودگاه بین‌المللی چنگچینگ ییانگبی,CN,Chongqing,چونگ‌کینگ,1
CKH,CKH,فرودگاه چوکورداه,RU,,Chokurdakh,0
CKI,Croker Island Airpor,فرودگاه کروکر آیلند,AU,Croker Island,Croker Island,0
CKL,CKL,فرودگاه چکالووسکی,RU,,شچیولکوفو (استان مسکو),0
CKO,Cornelio Procopio,Cornelio Procopio Airport,BR,Cornelio Procopio,Cornelio Procopio,0
CKS,Carajas,فرودگاه کرایس,BR,Carajas,Carajás,0
CKT,Sarakhs,فرودگاه سرخس,IR,Sarakhs,سرخس,0
CKW,CKW,,AU,,,0
CKY,Conakry International,فرودگاه بین‌المللی کوناکری,GN,Conakry,کوناکری,1
CKZ,Canakkale,فرودگاه ساناککاله,TR,Canakkale,چاناق‌قلعه,0
CLA,Comilla,Comilla Airport,BD,Comilla,Comilla,0
CLE,Cleveland Hopkins Intl,فرودگاه بین‌المللی کلیولند هاپکینز,US,Cleveland,کلیولند,1
CLG,CLG,فرودگاه شهری نیو کولینگا (FAA: C80),US,,کولینگا,0
CLH,Coolah,Coolah Airport,AU,Coolah,Coolah,0
CLI,CLI,فرودگاه شهری کلینتونویل,US,,کلینتون ویل,0
CLJ,Cluj International,فرودگاه بین‌المللی کلوژ-نپوکا,RO,Cluj,کلوژ-نپوکا,1
CLL,Easterwood,فرودگاه ایستر وود (Easterwood Field),US,College Station,کالج استیشن,0
CLM,William R. Fairchild Intl,فرودگاه بین‌المللی ولیام ر. فیرچایلد,US,Port Angeles,پورت آنجلس,1
CLO,Alfonso B. Aragon,فرودگاه بین‌المللی آلفونسو بونییا آراگون,CO,Cali,کالی (شهر),1
CLQ,Lic. Miguel de la Madrid,فرودگاه ال آی سی. میگوئل دلا مادرید,MX,Colima,کولیما,0
CLR,CLR,All airports,US,,کالیپاتریا,0
CLS,CLS,Chehalis-Centralia Airport,US,,چهالیس,0
CLT,Charlotte Douglas Intl,فرودگاه بین‌المللی شارلوت داگلاس,US,Charlotte,شارلوت,1
CLU,CLU,فرودگاه ایندیانا شهرستان کلامبس (FAA: BAK),US,,کلمبوس,0
CLV,CLV,فرودگاه کلداس نوواس,BR,,Caldas Novas,0
CLX,Clorinda,Clorinda Airport,AR,Clorinda,کلوریندا,0
CLY,Sainte Catherine,فرودگاه کلوی–سینت-کاترین,FR,Calvi,Calvi,0
CLZ,Calabozo,فرودگاه کلابوزو,VE,Calabozo,Calabozo,0
CMA,Cunnamulla,فرودگاه کونامولا,AU,Cunnamulla,Cunnamulla,0
CMB,Bandaranaike Intl,فرودگاه بین‌المللی باندرانیکی,LK,Colombo,کلمبو,1
CMC,Camocim,Camocim Airport,BR,Camocim,Camocim,0
CMD,CMD,فرودگاه کوتاموندرا,AU,,کوتاموندرا,0
CME,Ciudad del Carmen Intl,فرودگاه بین‌المللی سیوداد دل کارمن,MX,Ciudad Del Carmen,سیوداد دل کارمن,1
CMF,Chambery,فرودگاه شامبری ساووی,FR,Chambery,شامبری,0
CMG,Corumba Intl,فرودگاه بین‌المللی کورومبا,BR,Corumba,کرومبا,1
CMH,Port Columbus Intl,فرودگاه بین‌المللی پورت کلمبوس,,Columbus,کلمبوس,1
CMJ,Qimei,فرودگاه کیمی,TW,Qimei, Cimei ,0
CMK,Club Makokola,Club Makokola Airport,MW,Club Makokola,Club Makokola,0
CML,Camooweal,Camooweal Airport,AU,Camooweal,کاموویل,0
CMM,Carmelita,Carmelita Airport,GT,Carmelita,Carmelita,0
CMN,Mohamed V Intl,فرودگاه بین‌المللی محمد پنجم,MA,Casablanca,کازابلانکا,1
CMO,CMO,Obbia Airport,SO,,Obbia,0
CMP,Santana Do Aragua,Campo Alegre Airport,BR,Santana Do Aragua,Santana do Araguaia,0
CMQ,Clermont,فرودگاه کلرمونت,AU,Clermont,Clermont,0
CMR,Colmar-Houssen,Colmar - Houssen Airport,FR,Colmar,کولمر / Houssen,0
CMS,Scusciuban,Scusciuban Airport,SO,Scusciuban,Scusciuban,0
CMT,CMT,Cameta Airport,BR,,Cameta,0
CMU,Chimbu,فرودگاه چیمبو,PG,Kundiawa,کوندیاوا,0
CMV,CMV,فرودگاه کورومندل,NZ,,Coromandel,0
CMW,Ign Agramonte Intl,فرودگاه بین‌المللی ایگناسیو اگرامنته,CU,Camaguey,کاماگوی,1
CMY,CMY,فرودگاه اسپارنا/فورت مک کوی,US,,اسپارتا,0
CMZ,Caia,,MZ,Caia,,0
CNA,CNA,Cananea Airport,MX,,Cananea,0
CNB,Coonamble,فرودگاه کونامبل,AU,Coonamble,Coonamble,0
CNC,Coconut Island,Coconut Island Airport,AU,Coconut Island,Coconut Island (Poruma Island),0
CND,Mihail Kogălniceanu International,فرودگاه بین‌المللی میهایل کوگیالنیچونو,RO,Constanta,کونستانس,1
CNE,CNE,Fremont County Airport (FAA: 1V6),US,,کانن سیتی,0
CNF,Tancredo Neves Intl,فرودگاه بین‌المللی تانکردو نوس (Confins Int'l),BR,Belo Horizonte,Confins (near بلو هوریزونته),1
CNG,CNG,پایگاه هوایی کونیک–چاتاوبرنارد,FR,,Cognac / کونیک–چاتاوبرنارد,0
CNH,CNH,فرودگاه شهری کلیرمانت,US,,کلیرمانت,0
CNI,CNI,فرودگاه چانگها,CN,,Changhai,0
CNJ,Cloncurry,فرودگاه کلونکاری,AU,Cloncurry,کلونکاری,0
CNL,CNL,فرودگاه سیندل,DK,,Sindal,0
CNM,Cavern City Air Terminal,پایانه هوایی کورن سیتی,US,Carlsbad,کارلزبد,0
CNN,Kannur,,IN,Kannur,,0
CNO,CNO,فرودگاه چینوو,US,,چینو,0
CNP,Neerlerit Inaat,فرودگاه نرلریت اینات (Constable Pynt Airport),GL,Neerlerit Inaat,Nerlerit Inaat (Constable Pynt),0
CNQ,Doctor Fernando Piragine Niveyro Intl,فرودگاه بین‌المللی داکتر فرناندو پیراگین نیویرو,AR,Corrientes,کورینتس,0
CNR,Chanaral,Chañaral Airport,CL,Chanaral,شانارال,0
CNS,Cairns,فرودگاه کنز,AU,Cairns,کنز (استرالیا),1
CNT,CNT,Charata Airport,AR,,Charata,0
CNU,CNU,فرودگاه شنوت مارتن جانسن,US,,شنوت,0
CNV,CNV,Canavieiras Airport,BR,,Canavieiras,0
CNX,Chiang Mai Intl,فرودگاه بین‌المللی چیانگ مای,TH,Chiang Mai,چیانگ مای,1
CNY,Canyonlands Field,ف رودگاه صحرایی کنیونلاندس,US,Moab,مواب,0
CNZ,Cangamba,فرودگاه کنگامبا,AO,Cangamba,Cangamba,0
COB,Coolibah,Coolibah Airport,AU,Coolibah,Coolibah,0
COC,COC,Concordia Airport (Comodoro Pierrestegui Airport),AR,,کونکوردیا,0
COD,Yellowstone Regional,فرودگاه منطقه‌ای یلوستون,US,Cody,کودی,0
COE,Coeur D Alene,,US,Coeur D'Alene,,0
COF,Patrick Afb,پایگاه نیروی هوایی پاتریک,US,Cocoa,کوکو بیچ,0
COG,Mandinga,Mandinga Airport,CO,Condoto,Condoto,0
COI,Merritt Island,فرودگاه جزیره مریت,US,Cocoa,جزیره مریت,0
COJ,COJ,فرودگاه کونابارابران,AU,,Coonabarabran,0
COK,Cochin Intl,فرودگاه بین‌المللی کوچین (Nedumbassery Airport),IN,Kochi,Nedumbassery near Kochi (Cochin),1
CON,CON,فرودگاه شهری کنکورد,US,,کنکورد (نیوهمپشایر),0
COO,Cotonou,فرودگاه کژیون,BJ,Cotonou,کوتونو,0
COP,COP,فرودگاه کوپرزتاون-وستویل (FAA: K23),US,,Cooperstown,0
COQ,Choibalsan,فرودگاه چویبالسان,MN,Choibalsan,چوی‌بالسان,0
COR,Ingeniero Aeronautico Ambrosio L.V. Taravella Intl,فرودگاه بین‌المللی اینگنیرو ارناوتیکو امبرسیو تاراولا (Pajas Blancas),AR,Cordoba,کوردوبا,0
COS,Colorado Springs,Colorado Springs Airport,US,Colorado Springs,کلرادو اسپرینگز,0
COW,COW,Coquimbo Airport,CL,,Coquimbo,0
COX,Congo Town,فرودگاه کانگوو تاون,BS,Congo Town,Congo Town,0
COY,Coolawanyah Station,Coolawanyah Airport,AU,Coolawanyah Station,Coolawanyah,0
COZ,COZ,فرودگاه کونستانزا,DO,,Constanza,0
CPA,Cape Palmas,فرودگاه کیپ پالماس (A. Tubman Airport),LR,Harper,Cape Palmas,0
CPB,Capurgana,Capurgana Airport,CO,Capurgana,Capurgana,0
CPC,Aviador Carlos Campos,فرودگاه اویادور کارلوس کمپوس,AR,San Martin De Los Andes,San Martín de los Andes,0
CPD,Coober Pedy,فرودگاه کوبر پدی,AU,Coober Pedy,کوبر پدی,0
CPE,Campeche Intl,فرودگاه بین‌المللی اینگ. آلبرتو اکوینا اونگای,MX,Campeche,کامپچه٬ کامپچه,1
CPF,Nglonram,فرودگاه انگلورام,ID,Cepu,Cepu,0
CPG,Carmen De Patagones,Carmen de Patagones Airport,AR,Carmen De Patagones,Carmen de Patagones,0
CPH,Copenhagen,فرودگاه کپنهاگ,DK,Copenhagen,Kastrup Airport,0
CPI,Cape Orford,,PG,Cape Orford,,0
